Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
29-OCT-2021|WINS|WINTERMAR OFFSHORE MARINE Tbk|EQUITY|ID1000117500|WINTERMAR OFFSHORE MARINE Tbk, PT|ACTIVE|IDX|29-NOV-2010|IDR|Electronic||||||||100|4333137057|||3351576201|63.82|13.53|77.35|TRANSPORTATION|152
29-OCT-2021|SMAR02BCN1|OBLIGASI BERKELANJUTAN II SMART TAHAP I TAHUN 2020 SERI B|CORPORATE BOND|IDA0001058B7|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|06-APR-2020|IDR|Electronic||03-APR-2025|||9|FIXED|3 MONTHS|||166500000000|166500000000|166500000000|100|0|100|PLANTATION|1
29-OCT-2021|SMAR02BCN2|OBLIGASI BERKELANJUTAN II SMART TAHAP II TAHUN 2020 SERI B|CORPORATE BOND|IDA0001112B2|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|23-OCT-2020|IDR|Electronic||22-OCT-2023|||9.75|FIXED|3 MONTHS|||280000000000|280000000000|280000000000|100|0|100|PLANTATION|1
29-OCT-2021|SMAR02BCN3|OBLIGASI BERKELANJUTAN II SMART TAHAP III TAHUN 2021 SERI B|CORPORATE BOND|IDA0001134B6|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|22-FEB-2021|IDR|Electronic||19-FEB-2024|||9|FIXED|3 MONTHS|||380000000000|380000000000|380000000000|100|0|100|PLANTATION|1
29-OCT-2021|SMAR02CCN2|OBLIGASI BERKELANJUTAN II SMART TAHAP II TAHUN 2020 SERI C|CORPORATE BOND|IDA0001112C0|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|23-OCT-2020|IDR|Electronic||22-OCT-2025|||10.5|FIXED|3 MONTHS|||548000000000|548000000000|548000000000|100|0|100|PLANTATION|1
29-OCT-2021|SMAR02CCN3|OBLIGASI BERKELANJUTAN II SMART TAHAP III TAHUN 2021 SERI C|CORPORATE BOND|IDA0001134C4|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|22-FEB-2021|IDR|Electronic||19-FEB-2026|||9.5|FIXED|3 MONTHS|||220000000000|220000000000|220000000000|100|0|100|PLANTATION|1
29-OCT-2021|SMAR03ACN1|OBLIGASI BERKELANJUTAN III SMART TAHAP I TAHUN 2021 SERI A|CORPORATE BOND|IDA0001154A6|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|11-JUN-2021|IDR|Electronic||20-JUN-2022|||6.75|FIXED|3 MONTHS|||600000000000|600000000000|600000000000|100|0|100|PLANTATION|1
29-OCT-2021|SMAR03ACN2|OBLIGASI BERKELANJUTAN III SMART TAHAP II TAHUN 2021 SERI A|CORPORATE BOND|IDA0001184A3|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|21-OCT-2021|IDR|Electronic||29-OCT-2022|||6|FIXED|3 MONTHS|||477000000000|477000000000|477000000000|100|0|100|PLANTATION|1
29-OCT-2021|SMAR03BCN1|OBLIGASI BERKELANJUTAN III SMART TAHAP I TAHUN 2021 SERI B|CORPORATE BOND|IDA0001154B4|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|11-JUN-2021|IDR|Electronic||10-JUN-2024|||8.75|FIXED|3 MONTHS|||600000000000|600000000000|600000000000|100|0|100|PLANTATION|1
29-OCT-2021|SMAR03BCN2|OBLIGASI BERKELANJUTAN III SMART TAHAP II TAHUN 2021 SERI B|CORPORATE BOND|IDA0001184B1|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|21-OCT-2021|IDR|Electronic||19-OCT-2024|||8.5|FIXED|3 MONTHS|||1065000000000|1065000000000|1065000000000|100|0|100|PLANTATION|1
29-OCT-2021|SMAR03CCN1|OBLIGASI BERKELANJUTAN III SMART TAHAP I TAHUN 2021 SERI C|CORPORATE BOND|IDA0001154C2|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|11-JUN-2021|IDR|Electronic||10-JUN-2026|||9.25|FIXED|3 MONTHS|||300000000000|300000000000|300000000000|100|0|100|PLANTATION|1
29-OCT-2021|SMAR03CCN2|OBLIGASI BERKELANJUTAN III SMART TAHAP II TAHUN 2021 SERI C|CORPORATE BOND|IDA0001184C9|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX|21-OCT-2021|IDR|Electronic||19-OCT-2026|||9|FIXED|3 MONTHS|||958000000000|958000000000|958000000000|100|0|100|PLANTATION|1
29-OCT-2021|SMFP04BCN7|OBLIGASI BERKELANJUTAN IV SARANA MULTIGRIYA FINANSIAL TAHAP VII TAHUN 2019 SERI B|CORPORATE BOND|IDA0000959B7|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|13-FEB-2019|IDR|Electronic||12-FEB-2022|||8.8|FIXED|3 MONTHS|||748500000000|748500000000|748500000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP04BCN8|OBLIGASI BERKELANJUTAN IV SARANA MULTIGRIYA FINANSIAL TAHAP VIII TAHUN 2019 SERI B|CORPORATE BOND|IDA0000971B2|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|25-MAR-2019|IDR|Electronic||22-MAR-2022|||8.45|FIXED|3 MONTHS|||1989000000000|1989000000000|1989000000000|98.99|1.01|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP04CCN3|OBLIGASI BKLJT IV SMF TAHAP III TAHUN 2018 SERI C|CORPORATE BOND|IDA0000878C7|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|21-FEB-2018|IDR|Electronic||20-FEB-2023|||6.95|FIXED|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP04CCN7|OBLIGASI BERKELANJUTAN IV SARANA MULTIGRIYA FINANSIAL TAHAP VII TAHUN 2019 SERI C|CORPORATE BOND|IDA0000959C5|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|13-FEB-2019|IDR|Electronic||12-FEB-2024|||9.25|FIXED|3 MONTHS|||425000000000|425000000000|425000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP05ACN2|OBLIGASI BERKELANJUTAN V SARANA MULTIGRIYA FINANSIAL TAHAP II TAHUN 2019 SERI A|CORPORATE BOND|IDA0001008A4|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|29-AUG-2019|IDR|Electronic||28-AUG-2022|||7.8|FIXED|3 MONTHS|||1422500000000|1422500000000|1422500000000|76.1|23.9|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP05ACN5|OBLIGASI BERKELANJUTAN V SARANA MULTIGRIYA FINANSIAL TAHAP V TAHUN 2021 SERI A|CORPORATE BOND|IDA0001132A2|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|11-FEB-2021|IDR|Electronic||20-FEB-2022|||4.75|FIXED|3 MONTHS|||1500084000000|1500084000000|1500084000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP05BCN1|OBLIGASI BERKELANJUTAN V SARANA MULTIGRIYA FINANSIAL TAHAP I TAHUN 2019 SERI B|CORPORATE BOND|IDA0000994B4|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|05-JUL-2019|IDR|Electronic||04-JUL-2022|||8.5|FIXED|3 MONTHS|||640000000000|640000000000|640000000000|95.31|4.69|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP05BCN2|OBLIGASI BERKELANJUTAN V SARANA MULTIGRIYA FINANSIAL TAHAP II TAHUN 2019 SERI B|CORPORATE BOND|IDA0001008B2|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|29-AUG-2019|IDR|Electronic||28-AUG-2024|||8.1|FIXED|3 MONTHS|||780000000000|780000000000|780000000000|74.36|25.64|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP05BCN3|OBLIGASI BERKELANJUTAN V SARANA MULTIGRIYA FINANSIAL TAHAP III TAHUN 2020 SERI B|CORPORATE BOND|IDA0001046B2|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|19-FEB-2020|IDR|Electronic||18-FEB-2025|||7.5|FIXED|3 MONTHS|||2541000000000|2541000000000|2541000000000|67.95|32.05|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP05BCN4|OBLIGASI BERKELANJUTAN V SARANA MULTIGRIYA FINANSIAL TAHAP IV TAHUN 2020 SERI B|CORPORATE BOND|IDA0001072B8|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|15-JUL-2020|IDR|Electronic||14-JUL-2025|||8.1|FIXED|3 MONTHS|||424000000000|424000000000|424000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP05BCN5|OBLIGASI BERKELANJUTAN V SARANA MULTIGRIYA FINANSIAL TAHAP V TAHUN 2021 SERI B|CORPORATE BOND|IDA0001132B0|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|11-FEB-2021|IDR|Electronic||10-FEB-2024|||5.75|FIXED|3 MONTHS|||400660000000|400660000000|400660000000|99.13|0.87|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP05CCN1|OBLIGASI BERKELANJUTAN V SARANA MULTIGRIYA FINANSIAL TAHAP I TAHUN 2019 SERI C|CORPORATE BOND|IDA0000994C2|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|05-JUL-2019|IDR|Electronic||04-JUL-2024|||8.75|FIXED|3 MONTHS|||932000000000|932000000000|932000000000|94.64|5.36|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP06ACN1|OBLIGASI BERKELANJUTAN VI SARANA MULTIGRIYA FINANSIAL TAHAP I TAHUN 2021 SERI A|CORPORATE BOND|IDA0001159A5|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|09-JUL-2021|IDR|Electronic||08-JUL-2024|||5.6|FIXED|3 MONTHS|||200000000000|200000000000|200000000000|81.5|18.5|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMFP06BCN1|OBLIGASI BERKELANJUTAN VI SARANA MULTIGRIYA FINANSIAL TAHAP I TAHUN 2021 SERI B|CORPORATE BOND|IDA0001159B3|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|09-JUL-2021|IDR|Electronic||08-JUL-2026|||6.4|FIXED|3 MONTHS|||1000000000000|1000000000000|1000000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMGR01ACN2|OBLIGASI BERKELANJUTAN I SEMEN INDONESIA TAHAP II TAHUN 2019 SERI A|CORPORATE BOND|IDA0000978A9|SEMEN INDONESIA (PERSERO) Tbk, PT|ACTIVE|IDX|29-MAY-2019|IDR|Electronic||28-MAY-2024|||9|FIXED|3 MONTHS|||3364000000000|3364000000000|3364000000000|98.11|1.89|100|CEMENT|1
29-OCT-2021|SMGR01BCN2|OBLIGASI BERKELANJUTAN I SEMEN INDONESIA TAHAP II TAHUN 2019 SERI B|CORPORATE BOND|IDA0000978B7|SEMEN INDONESIA (PERSERO) Tbk, PT|ACTIVE|IDX|29-MAY-2019|IDR|Electronic||28-MAY-2026|||9.1|FIXED|3 MONTHS|||714000000000|714000000000|714000000000|99.86|0.14|100|CEMENT|1
29-OCT-2021|SMGR01CN1|OBLIGASI BKLJT I SEMEN INDONESIA THP I TAHUN 2017|CORPORATE BOND|IDA000081707|SEMEN INDONESIA (PERSERO) Tbk, PT|ACTIVE|IDX|21-JUN-2017|IDR|Electronic||20-JUN-2022|||8.6|FIXED|3 MONTHS|||3000000000000|3000000000000|3000000000000|97.88|2.12|100|CEMENT|1
29-OCT-2021|SMII01BCN1|OBL BKLJ I SARANA MULTI INFRA. THP I TH2016 SR B|CORPORATE BOND|IDA0000775B7|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|21-NOV-2016|IDR|Electronic||18-NOV-2021|||8.2|FIXED|3 MONTHS|||1328000000000|1328000000000|1328000000000|83.43|16.57|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII01BCN3|OBLIGASI BERKELANJUTAN I SARANA MULTI INFRASTRUKTUR TAHAP III TAHUN 2018 SERI B|CORPORATE BOND|IDA0000947B2|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|05-DEC-2018|IDR|Electronic||04-DEC-2021|||8.7|FIXED|3 MONTHS|||199250000000|199250000000|199250000000|97.49|2.51|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII01CCN1|OBL BKLJ I SARANA MULTI INFRA. THP I TH2016 SR C|CORPORATE BOND|IDA0000775C5|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|21-NOV-2016|IDR|Electronic||18-NOV-2026|||8.65|FIXED|3 MONTHS|||700000000000|700000000000|700000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII01CCN2|OBL BKLJT I SARANA MULTI INFRA. THP II TH2017 SR C|CORPORATE BOND|IDA0000859C7|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|16-NOV-2017|IDR|Electronic||15-NOV-2022|||7.6|FIXED|3 MONTHS|||1345000000000|1345000000000|1345000000000|98.07|1.93|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII01DCN1|OBL BKLJ I SARANA MULTI INFRA. THP I TH2016 SR D|CORPORATE BOND|IDA0000775D3|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|21-NOV-2016|IDR|Electronic||18-NOV-2031|||8.9|FIXED|3 MONTHS|||674000000000|674000000000|674000000000|92.58|7.42|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02ACN5|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP V TAHUN 2020 SERI A|CORPORATE BOND|IDA0001125A6|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|14-DEC-2020|IDR|Electronic||11-DEC-2023|||6.3|FIXED|3 MONTHS|||2216000000000|2216000000000|2216000000000|94.04|5.96|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02BCN1|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP I TAHUN 2019 SERI B|CORPORATE BOND|IDA0000989B4|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|26-JUN-2019|IDR|Electronic||25-JUN-2022|||8.5|FIXED|3 MONTHS|||1224000000000|1224000000000|1224000000000|98.69|1.31|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02BCN2|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP II TAHUN 2019 SERI B|CORPORATE BOND|IDA0001006B6|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|29-AUG-2019|IDR|Electronic||28-AUG-2022|||7.8|FIXED|3 MONTHS|||1308000000000|1308000000000|1308000000000|76.3|23.7|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02BCN3|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP III TAHUN 2019 SERI B|CORPORATE BOND|IDA0001020B7|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|31-OCT-2019|IDR|Electronic||30-OCT-2022|||7.75|FIXED|3 MONTHS|||727500000000|727500000000|727500000000|99.73|0.27|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02BCN4|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP IV TAHUN 2020 SERI B|CORPORATE BOND|IDA0001076B9|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|22-JUL-2020|IDR|Electronic||21-JUL-2023|||7.6|FIXED|3 MONTHS|||256300000000|256300000000|256300000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02BCN5|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP V TAHUN 2020 SERI B|CORPORATE BOND|IDA0001125B4|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|14-DEC-2020|IDR|Electronic||11-DEC-2025|||6.7|FIXED|3 MONTHS|||1115025000000|1115025000000|1115025000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02CCN1|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP I TAHUN 2019 SERI C|CORPORATE BOND|IDA0000989C2|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|26-JUN-2019|IDR|Electronic||25-JUN-2024|||8.75|FIXED|3 MONTHS|||1552000000000|1552000000000|1552000000000|61.34|38.66|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02CCN2|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP II TAHUN 2019 SERI C|CORPORATE BOND|IDA0001006C4|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|29-AUG-2019|IDR|Electronic||28-AUG-2024|||8.1|FIXED|3 MONTHS|||1033000000000|1033000000000|1033000000000|75.8|24.2|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02CCN3|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP III TAHUN 2019 SERI C|CORPORATE BOND|IDA0001020C5|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|31-OCT-2019|IDR|Electronic||30-OCT-2024|||7.95|FIXED|3 MONTHS|||481000000000|481000000000|481000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02CCN4|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP IV TAHUN 2020 SERI C|CORPORATE BOND|IDA0001076C7|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|22-JUL-2020|IDR|Electronic||21-JUL-2025|||8|FIXED|3 MONTHS|||240000000000|240000000000|240000000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02DCN2|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP II TAHUN 2019 SERI D|CORPORATE BOND|IDA0001006D2|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|29-AUG-2019|IDR|Electronic||28-AUG-2026|||8.5|FIXED|3 MONTHS|||1292000000000|1292000000000|1292000000000|38.08|61.92|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMII02DCN3|OBLIGASI BERKELANJUTAN II SARANA MULTI INFRASTRUKTUR TAHAP III TAHUN 2019 SERI D|CORPORATE BOND|IDA0001020D3|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|31-OCT-2019|IDR|Electronic||30-OCT-2026|||8.3|FIXED|3 MONTHS|||945250000000|945250000000|945250000000|100|0|100|FINANCIAL INSTITUTION|1
29-OCT-2021|SMMA01ACN2|OBLIGASI BERKELANJUTAN I SINAR MAS MULTIARTHA TAHAP II TAHUN 2020 SERI A|CORPORATE BOND|IDA0001111A6|SINAR MAS MULTIARTHA Tbk, PT|ACTIVE|IDX|12-NOV-2020|IDR|Electronic||11-NOV-2023|||9|FIXED|3 MONTHS|||1000000000|1000000000|1000000000|100|0|100|OTHERS - FINANCE|1
29-OCT-2021|SMMA01BCN1|OBLIGASI BERKELANJUTAN I SINAR MAS MULTIARTHA TAHAP I TAHUN 2020 SERI B|CORPORATE BOND|IDA0001099B1|SINAR MAS MULTIARTHA Tbk, PT|ACTIVE|IDX|09-SEP-2020|IDR|Electronic||08-SEP-2022|||8.5|FIXED|3 MONTHS|||55000000000|55000000000|55000000000|100|0|100|OTHERS - FINANCE|1
29-OCT-2021|SMMA01BCN2|OBLIGASI BERKELANJUTAN I SINAR MAS MULTIARTHA TAHAP II TAHUN 2020 SERI B|CORPORATE BOND|IDA0001111B4|SINAR MAS MULTIARTHA Tbk, PT|ACTIVE|IDX|12-NOV-2020|IDR|Electronic||11-NOV-2025|||10.25|FIXED|3 MONTHS|||874000000000|874000000000|874000000000|100|0|100|OTHERS - FINANCE|1
29-OCT-2021|SMMA01CCN1|OBLIGASI BERKELANJUTAN I SINAR MAS MULTIARTHA TAHAP I TAHUN 2020 SERI C|CORPORATE BOND|IDA0001099C9|SINAR MAS MULTIARTHA Tbk, PT|ACTIVE|IDX|09-SEP-2020|IDR|Electronic||08-SEP-2023|||9|FIXED|3 MONTHS|||15000000000|15000000000|15000000000|100|0|100|OTHERS - FINANCE|1
29-OCT-2021|SMMA02ACN1|OBLIGASI BERKELANJUTAN II SINAR MAS MULTIARTHA TAHAP I TAHUN 2021 SERI A|CORPORATE BOND|IDA0001173A6|SINAR MAS MULTIARTHA Tbk, PT|ACTIVE|IDX|08-SEP-2021|IDR|Electronic||17-SEP-2022|||6.75|FIXED|3 MONTHS|||507000000000|507000000000|507000000000|100|0|100|OTHERS - FINANCE|1
29-OCT-2021|SMMA02BCN1|OBLIGASI BERKELANJUTAN II SINAR MAS MULTIARTHA TAHAP I TAHUN 2021 SERI B|CORPORATE BOND|IDA0001173B4|SINAR MAS MULTIARTHA Tbk, PT|ACTIVE|IDX|08-SEP-2021|IDR|Electronic||07-SEP-2023|||8|FIXED|3 MONTHS|||79700000000|79700000000|79700000000|100|0|100|OTHERS - FINANCE|1
29-OCT-2021|SMMA02CCN1|OBLIGASI BERKELANJUTAN II SINAR MAS MULTIARTHA TAHAP I TAHUN 2021 SERI C|CORPORATE BOND|IDA0001173C2|SINAR MAS MULTIARTHA Tbk, PT|ACTIVE|IDX|08-SEP-2021|IDR|Electronic||07-SEP-2024|||8.75|FIXED|3 MONTHS|||119000000000|119000000000|119000000000|100|0|100|OTHERS - FINANCE|1
29-OCT-2021|SMMF01BCN2|OBLIGASI BERKELANJUTAN I SINAR MAS MULTIFINANCE TAHAP II TAHUN 2019 SERI B|CORPORATE BOND|IDA0000972B0|SINAR MAS MULTIFINANCE, PT|ACTIVE|IDX|11-APR-2019|IDR|Electronic||10-APR-2022|||11|FIXED|3 MONTHS|||135000000000|135000000000|135000000000|100|0|100||1
29-OCT-2021|SMMF01BCN3|OBLIGASI BERKELANJUTAN I SINAR MAS MULTIFINANCE TAHAP III TAHUN 2019 SERI B|CORPORATE BOND|IDA0001004B1|SINAR MAS MULTIFINANCE, PT|ACTIVE|IDX|05-AUG-2019|IDR|Electronic||02-AUG-2022|||11|FIXED|3 MONTHS|||539000000000|539000000000|539000000000|100|0|100||1
29-OCT-2021|SMMF01BCN4|OBLIGASI BERKELANJUTAN I SINAR MAS MULTIFINANCE TAHAP IV TAHUN 2020 SERI B|CORPORATE BOND|IDA0001043B9|SINAR MAS MULTIFINANCE, PT|ACTIVE|IDX|13-FEB-2020|IDR|Electronic||12-FEB-2023|||10.5|FIXED|3 MONTHS|||250000000000|250000000000|250000000000|100|0|100||1
29-OCT-2021|SMMF01CCN1|OBL BKLJ I SINAR MAS MULTIFINANCE THP I TH18 SR C|CORPORATE BOND|IDA0000927C2|SINAR MAS MULTIFINANCE, PT|ACTIVE|IDX|12-JUL-2018|IDR|Electronic||11-JUL-2023|||10.25|FIXED|3 MONTHS|||220000000000|220000000000|220000000000|100|0|100||1
29-OCT-2021|SMMF02ACN2|OBLIGASI BERKELANJUTAN II SINAR MAS MULTIFINANCE TAHAP II TAHUN 2021 SERI A|CORPORATE BOND|IDA0001131A4|SINAR MAS MULTIFINANCE, PT|ACTIVE|IDX|15-FEB-2021|IDR|Electronic||21-FEB-2022|||9.75|FIXED|3 MONTHS|||348000000000|348000000000|348000000000|100|0|100||1
29-OCT-2021|SMMF02BCN1|OBLIGASI BERKELANJUTAN II SINAR MAS MULTIFINANCE TAHAP I TAHUN 2020 SERI B|CORPORATE BOND|IDA0001078B5|SINAR MAS MULTIFINANCE, PT|ACTIVE|IDX|20-JUL-2020|IDR|Electronic||17-JUL-2025|||11.5|FIXED|3 MONTHS|||501000000000|501000000000|501000000000|100|0|100||1
29-OCT-2021|SMMF02BCN2|OBLIGASI BERKELANJUTAN II SINAR MAS MULTIFINANCE TAHAP II TAHUN 2021 SERI B|CORPORATE BOND|IDA0001131B2|SINAR MAS MULTIFINANCE, PT|ACTIVE|IDX|15-FEB-2021|IDR|Electronic||11-FEB-2024|||10.5|FIXED|3 MONTHS|||333500000000|333500000000|333500000000|100|0|100||1
29-OCT-2021|SMMF02CCN2|OBLIGASI BERKELANJUTAN II SINAR MAS MULTIFINANCE TAHAP II TAHUN 2021 SERI C|CORPORATE BOND|IDA0001131C0|SINAR MAS MULTIFINANCE, PT|ACTIVE|IDX|15-FEB-2021|IDR|Electronic||11-FEB-2026|||11.5|FIXED|3 MONTHS|||51000000000|51000000000|51000000000|100|0|100||1
29-OCT-2021|SMMF03|OBLIGASI SINAR MAS MULTIFINANCE III TAHUN 2016|CORPORATE BOND|IDA000078307|SINAR MAS MULTIFINANCE, PT|ACTIVE|IDX|15-DEC-2016|IDR|Electronic||14-DEC-2021|||9.5|FIXED|3 MONTHS|||500000000000|500000000000|500000000000|100|0|100||1
29-OCT-2021|SMRA03ACN2|OBLIGASI BERKELANJUTAN III SUMMARECON AGUNG TAHAP II TAHUN 2019 SERI A|CORPORATE BOND|IDA0001014A2|SUMMARECON AGUNG Tbk, PT|ACTIVE|IDX|16-OCT-2019|IDR|Electronic||15-OCT-2022|||9.125|FIXED|3 MONTHS|||500000000000|500000000000|500000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-OCT-2021|SMRA03BCN2|OBLIGASI BERKELANJUTAN III SUMMARECON AGUNG TAHAP II TAHUN 2019 SERI B|CORPORATE BOND|IDA0001014B0|SUMMARECON AGUNG Tbk, PT|ACTIVE|IDX|16-OCT-2019|IDR|Electronic||15-OCT-2024|||9.5|FIXED|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-OCT-2021|SMRA03CN1|OBLIGASI BERKELANJUTAN III SUMMARECON AGUNG TAHAP I TAHUN 2018|CORPORATE BOND|IDA000094809|SUMMARECON AGUNG Tbk, PT|ACTIVE|IDX|07-DEC-2018|IDR|Electronic||06-DEC-2021|||10.75||3 MONTHS|||416000000000|416000000000|416000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-OCT-2021|SSMM01B|OBLIGASI SUMBERDAYA SEWATAMA I TAHUN 2012 SERI B|CORPORATE BOND|IDA0000554B6|SUMBERDAYA SEWATAMA, PT|ACTIVE|IDX|03-DEC-2012|IDR|Electronic||31-DEC-2034|||2|FIXED|3 MONTHS|||581000000000|533353212758|533353212758|61.04|38.96|100|ENERGY|1
